Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"vClave1 = ""Testing7""",Chrome 114.0.0.0,,,2023-06-29 15:18:39,2023-06-29 15:18:39,"0,000s",PASSED
"vClave2 = ""Testing8""",Chrome 114.0.0.0,,,2023-06-29 15:18:39,2023-06-29 15:18:39,"0,000s",PASSED
"vtxtNoCoincide = """"",Chrome 114.0.0.0,,,2023-06-29 15:18:39,2023-06-29 15:18:39,"0,001s",PASSED
pkgDatabase.kwySQL.connectDB(),Chrome 114.0.0.0,,,2023-06-29 15:18:39,2023-06-29 15:18:41,"1,317s",PASSED
vResult = pkgDatabase.kwySQL.executeQuery(vQuery),Chrome 114.0.0.0,,,2023-06-29 15:18:41,2023-06-29 15:18:41,"0,195s",PASSED
vDNI = vResult.getString(2),Chrome 114.0.0.0,,,2023-06-29 15:18:41,2023-06-29 15:18:41,"0,001s",PASSED
vUsuario = vResult.getString(3),Chrome 114.0.0.0,,,2023-06-29 15:18:41,2023-06-29 15:18:41,"0,001s",PASSED
vClave = vResult.getString(4),Chrome 114.0.0.0,,,2023-06-29 15:18:41,2023-06-29 15:18:41,"0,000s",PASSED
pkgDatabase.kwySQL.closeDatabaseConnection(),Chrome 114.0.0.0,,,2023-06-29 15:18:41,2023-06-29 15:18:41,"0,002s",PASSED
"pkgUtilities.kwyUtility.Server(""Internet"")",Chrome 114.0.0.0,,,2023-06-29 15:18:41,2023-06-29 15:18:41,"0,001s",PASSED
openBrowser(ServerUsado),Chrome 114.0.0.0,,,2023-06-29 15:18:41,2023-06-29 15:18:46,"5,078s",PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-06-29 15:18:46,2023-06-29 15:18:46,"0,132s",PASSED
"click(findTestObject(""Object Repository/01-Login/btnLgnCerrarBanner""))",Chrome 114.0.0.0,,,2023-06-29 15:18:46,2023-06-29 15:18:47,"0,726s",PASSED
"setText(findTestObject(""Object Repository/01-Login/txtLgnDNI""), vDNI, CONTINUE_ON_FAILURE)",Chrome 114.0.0.0,,,2023-06-29 15:18:47,2023-06-29 15:18:48,"0,925s",PASSED
"setText(findTestObject(""Object Repository/01-Login/txtLgnClave""), vClave, CONTINUE_ON_FAILURE)",Chrome 114.0.0.0,,,2023-06-29 15:18:48,2023-06-29 15:18:49,"0,834s",PASSED
"setText(findTestObject(""Object Repository/01-Login/txtLgnUsuario""), vUsuario, CONTINUE_ON_FAILURE)",Chrome 114.0.0.0,,,2023-06-29 15:18:49,2023-06-29 15:18:50,"0,941s",PASSED
"click(findTestObject(""Object Repository/01-Login/btnLgnIngresar""))",Chrome 114.0.0.0,,,2023-06-29 15:18:50,2023-06-29 15:18:50,"0,443s",PASSED
"click(findTestObject(""Object Repository/01-Login/mnuLgnUsuario""))",Chrome 114.0.0.0,,,2023-06-29 15:18:50,2023-06-29 15:19:07,"16,860s",PASSED
"click(findTestObject(""Object Repository/01-Login/txtLgnCambioClave""))",Chrome 114.0.0.0,,,2023-06-29 15:19:07,2023-06-29 15:19:07,"0,572s",PASSED
"click(findTestObject(""Object Repository/01-Login/txtLgnClaveActual""))",Chrome 114.0.0.0,,,2023-06-29 15:19:07,2023-06-29 15:19:09,"1,347s",PASSED
"setText(findTestObject(""Object Repository/01-Login/txtLgnClaveActual""), vClave, CONTINUE_ON_FAILURE)",Chrome 114.0.0.0,,,2023-06-29 15:19:09,2023-06-29 15:19:10,"0,957s",PASSED
"click(findTestObject(""Object Repository/01-Login/txtLgnNuevaClave""))",Chrome 114.0.0.0,,,2023-06-29 15:19:10,2023-06-29 15:19:10,"0,376s",PASSED
"setText(findTestObject(""Object Repository/01-Login/txtLgnNuevaClave""), vClave1, CONTINUE_ON_FAILURE)",Chrome 114.0.0.0,,,2023-06-29 15:19:10,2023-06-29 15:19:11,"1,168s",PASSED
"click(findTestObject(""Object Repository/01-Login/txtLgnReingresarClave""))",Chrome 114.0.0.0,,,2023-06-29 15:19:11,2023-06-29 15:19:12,"0,492s",PASSED
"setText(findTestObject(""Object Repository/01-Login/txtLgnReingresarClave""), vClave2, CONTINUE_ON_FAILURE)",Chrome 114.0.0.0,,,2023-06-29 15:19:12,2023-06-29 15:19:13,"1,011s",PASSED
"verifyElementText(findTestObject(""Object Repository/01-Login/lblLgnClaveNoCoincide""), vtxtNoCoincide, CONTINUE_ON_FAILURE)",Chrome 114.0.0.0,,,2023-06-29 15:19:13,2023-06-29 15:19:13,"0,592s",FAILED
Start tear down : fTakeFailScreenshot,Chrome 114.0.0.0,,,2023-06-29 15:19:13,2023-06-29 15:19:18,"4,205s",PASSED
