Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Accesibilidad,Chrome 112.0.0.0,,,2023-04-18 09:29:28,2023-04-18 09:29:49,"21,267s",PASSED
,,,,,,,
Test Cases/01-Login/LGN01-Login happy case,Chrome 112.0.0.0,,Login,2023-04-18 09:29:28,2023-04-18 09:29:49,"20,965s",PASSED
"pkgUtilities.kwyUtility.Server(""Internet"")",Chrome 112.0.0.0,,,2023-04-18 09:29:29,2023-04-18 09:29:32,"3,197s",PASSED
"vDNI = findTestData(""02-Usuarios/SetUsers-FF"").getValue(3, 1)",Chrome 112.0.0.0,,,2023-04-18 09:29:32,2023-04-18 09:29:32,"0,082s",PASSED
"vClave = findTestData(""02-Usuarios/SetUsers-FF"").getValue(5, 1)",Chrome 112.0.0.0,,,2023-04-18 09:29:32,2023-04-18 09:29:32,"0,080s",PASSED
"vUsuario = findTestData(""02-Usuarios/SetUsers-FF"").getValue(4, 1)",Chrome 112.0.0.0,,,2023-04-18 09:29:32,2023-04-18 09:29:32,"0,083s",PASSED
openBrowser(ServerUsado),Chrome 112.0.0.0,,,2023-04-18 09:29:32,2023-04-18 09:29:38,"5,687s",PASSED
maximizeWindow(),Chrome 112.0.0.0,,,2023-04-18 09:29:38,2023-04-18 09:29:38,"0,222s",PASSED
"click(findTestObject(""Object Repository/01-Login/btnLgnCerrarBanner""))",Chrome 112.0.0.0,,,2023-04-18 09:29:38,2023-04-18 09:29:39,"0,599s",PASSED
"setText(findTestObject(""Object Repository/01-Login/txtLgnDNI""), vDNI)",Chrome 112.0.0.0,,,2023-04-18 09:29:39,2023-04-18 09:29:40,"0,933s",PASSED
"setText(findTestObject(""Object Repository/01-Login/txtLgnClave""), vClave)",Chrome 112.0.0.0,,,2023-04-18 09:29:40,2023-04-18 09:29:41,"0,821s",PASSED
"setText(findTestObject(""Object Repository/01-Login/txtLgnUsuario""), vUsuario)",Chrome 112.0.0.0,,,2023-04-18 09:29:41,2023-04-18 09:29:41,"0,793s",PASSED
"click(findTestObject(""Object Repository/01-Login/btnLgnIngresar""))",Chrome 112.0.0.0,,,2023-04-18 09:29:41,2023-04-18 09:29:42,"0,457s",PASSED
"click(findTestObject(""Object Repository/02-Dashboard/icoDsbSalir""))",Chrome 112.0.0.0,,,2023-04-18 09:29:42,2023-04-18 09:29:49,"6,582s",PASSED
Start tear down : fPassScript,Chrome 112.0.0.0,,,2023-04-18 09:29:49,2023-04-18 09:29:49,"0,917s",PASSED
